field,value
ticker,KO
fiscal_year,2025
rev_cagr_5y,0.07746156826284567
rev_cagr_10y,0.007943570111479836
eps_cagr_5y,0.11141200318962641
eps_cagr_10y,0.061774632917480865
oi_cagr_5y,0.0887214177311666
oi_cagr_10y,0.04659024287519764
roe_reported,0.4074419472162642
rnoa_econ,0.13258459118035
roce_econ,-0.128339708384606
roic_reported,0.1429368689679213
net_profit_margin,0.2733985523873094
asset_turnover,0.45738246069302396
equity_multiplier,3.258292144611272
flev_econ,0.846156364276521
nbc_econ,0.0386656107837276
spread_econ,0.0939189803966219
